"sp";"photo";"taxref";"flore";"family";"rank";"source";"obs";"credit";"...10";"...11";"...12";"attribution";"idphoto";"idobs"
"Hemarthria altissima";"https://inaturalist-open-data.s3.amazonaws.com/photos/43652527/large.jpeg";;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/28021264";;;;;"(c) Jay Horn, some rights reserved (CC BY)";"43652527";"28021264"
"Heteropogon contortus";"https://inaturalist-open-data.s3.amazonaws.com/photos/144309808/large.jpeg?1626597337";;"Heteropogon contortus";"Poaceae";1;"inat";"https://www.inaturalist.org/observations/87521772";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"144309808";"87521772"
"Heteropogon contortus";"https://inaturalist-open-data.s3.amazonaws.com/photos/141133582/large.jpeg?1625480171";;"Heteropogon contortus";"Poaceae";2;"inat";"https://www.inaturalist.org/observations/85745093";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"141133582";"85745093"
"Heteropogon contortus";"https://inaturalist-open-data.s3.amazonaws.com/photos/138099463/large.jpeg?1624367969";;"Heteropogon contortus";"Poaceae";3;"inat";"https://www.inaturalist.org/observations/84048278";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"138099463";"84048278"
"Heteropogon contortus";"https://inaturalist-open-data.s3.amazonaws.com/photos/141133846/large.jpeg?1625480340";;"Heteropogon contortus";"Poaceae";4;"inat";"https://www.inaturalist.org/observations/85745093";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"141133846";"85745093"
"Heteropogon contortus";"https://inaturalist-open-data.s3.amazonaws.com/photos/139197718/large.jpeg?1624790014";;"Heteropogon contortus";"Poaceae";5;"inat";"https://www.inaturalist.org/observations/84676344";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"139197718";"84676344"
"Heteropogon contortus";"https://inaturalist-open-data.s3.amazonaws.com/photos/138099485/large.jpeg?1624367979";;"Heteropogon contortus";"Poaceae";6;"inat";"https://www.inaturalist.org/observations/84048278";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"138099485";"84048278"
"Heteropogon contortus";"https://inaturalist-open-data.s3.amazonaws.com/photos/139197750/large.jpeg?1624790031";;"Heteropogon contortus";"Poaceae";7;"inat";"https://www.inaturalist.org/observations/84676344";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"139197750";"84676344"
"Holcus lanatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/146769514/large.jpeg?1627457421";;"Holcus lanatus";"Poaceae";1;"inat";"https://www.inaturalist.org/observations/88914056";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"146769514";"88914056"
"Holcus lanatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/146769522/large.jpeg?1627457432";;"Holcus lanatus";"Poaceae";2;"inat";"https://www.inaturalist.org/observations/88914056";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"146769522";"88914056"
"Holcus lanatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/146769547/large.jpeg?1627457457";;"Holcus lanatus";"Poaceae";3;"inat";"https://www.inaturalist.org/observations/88914056";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"146769547";"88914056"
"Holcus lanatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/146769643/large.jpeg?1627457512";;"Holcus lanatus";"Poaceae";4;"inat";"https://www.inaturalist.org/observations/88914056";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"146769643";"88914056"
"Holcus lanatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/146769666/large.jpeg?1627457524";;"Holcus lanatus";"Poaceae";5;"inat";"https://www.inaturalist.org/observations/88914056";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"146769666";"88914056"
"Holcus lanatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/146769687/large.jpeg?1627457550";;"Holcus lanatus";"Poaceae";6;"inat";"https://www.inaturalist.org/observations/88914056";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"146769687";"88914056"
"Holcus lanatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/146769707/large.jpeg?1627457573";;"Holcus lanatus";"Poaceae";7;"inat";"https://www.inaturalist.org/observations/88914056";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"146769707";"88914056"
"Hyparrhenia rufa";"https://inaturalist-open-data.s3.amazonaws.com/photos/143590190/large.jpeg?1626346365";;"Hyparrhenia rufa";"Poaceae";1;"inat";"https://www.inaturalist.org/observations/87115259";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"143590190";"87115259"
"Hyparrhenia rufa";"https://inaturalist-open-data.s3.amazonaws.com/photos/147849817/large.jpeg?1627844907";;"Hyparrhenia rufa";"Poaceae";2;"inat";"https://www.inaturalist.org/observations/89526017";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"147849817";"89526017"
"Hyparrhenia rufa";"https://inaturalist-open-data.s3.amazonaws.com/photos/139259825/large.jpeg?1624808726";;"Hyparrhenia rufa";"Poaceae";3;"inat";"https://www.inaturalist.org/observations/84712529";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"139259825";"84712529"
"Hyparrhenia rufa";"https://inaturalist-open-data.s3.amazonaws.com/photos/150959751/large.jpeg?1629045329";;"Hyparrhenia rufa";"Poaceae";4;"inat";"https://www.inaturalist.org/observations/91280128";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"150959751";"91280128"
"Hyparrhenia rufa";"https://inaturalist-open-data.s3.amazonaws.com/photos/147849890/large.jpeg?1627844923";;"Hyparrhenia rufa";"Poaceae";5;"inat";"https://www.inaturalist.org/observations/89526017";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"147849890";"89526017"
"Hyparrhenia rufa";"https://inaturalist-open-data.s3.amazonaws.com/photos/150959821/large.jpeg?1629045341";;"Hyparrhenia rufa";"Poaceae";6;"inat";"https://www.inaturalist.org/observations/91280128";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"150959821";"91280128"
"Hyparrhenia rufa";"https://inaturalist-open-data.s3.amazonaws.com/photos/137106950/large.jpeg?1623996301";;"Hyparrhenia rufa";"Poaceae";7;"inat";"https://www.inaturalist.org/observations/83477042";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"137106950";"83477042"
"Isachne homonyma";"https://inaturalist-open-data.s3.amazonaws.com/photos/165924776/large.jpeg?1635317081";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/99522940";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165924776";"99522940"
"Isachne homonyma";"https://inaturalist-open-data.s3.amazonaws.com/photos/165924794/large.jpeg?1635317099";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/99522940";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165924794";"99522940"
"Isachne homonyma";"https://inaturalist-open-data.s3.amazonaws.com/photos/165924760/large.jpeg?1635317072";;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/99522940";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165924760";"99522940"
"Isachne homonyma";"https://inaturalist-open-data.s3.amazonaws.com/photos/165924856/large.jpeg?1635317158";;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/99522940";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165924856";"99522940"
"Isachne homonyma";"https://inaturalist-open-data.s3.amazonaws.com/photos/165924877/large.jpeg?1635317175";;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/99522940";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165924877";"99522940"
"Isachne homonyma";"https://inaturalist-open-data.s3.amazonaws.com/photos/165924885/large.jpeg?1635317183";;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/99522940";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165924885";"99522940"
"Isachne homonyma";"https://inaturalist-open-data.s3.amazonaws.com/photos/165924818/large.jpeg?1635317121";;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/99522940";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165924818";"99522940"
"Isachne longifolia";"http://mediaphoto.mnhn.fr/media/1441334336905zSMsRMZ8eR8zq5YD";;;"Poaceae";1;"mnhn";"http://coldb.mnhn.fr/catalognumber/mnhn/p/p03643085";"Muséum national d’Histoire naturelle, Paris (France) CC BY";;;;;;
"Isachne mauritiana";"https://inaturalist-open-data.s3.amazonaws.com/photos/146772636/large.jpeg?1627459976";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/88915624";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"146772636";"88915624"
"Isachne mauritiana";"https://inaturalist-open-data.s3.amazonaws.com/photos/146772673/large.jpeg?1627460001";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/88915624";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"146772673";"88915624"
"Isachne mauritiana";"https://inaturalist-open-data.s3.amazonaws.com/photos/160828434/large.jpeg?1633092299";;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/96776597";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"160828434";"96776597"
"Isachne mauritiana";"https://inaturalist-open-data.s3.amazonaws.com/photos/151139791/large.jpeg?1629098731";;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/91379352";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"151139791";"91379352"
"Isachne mauritiana";"https://inaturalist-open-data.s3.amazonaws.com/photos/146772707/large.jpeg?1627460025";;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/88915624";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"146772707";"88915624"
"Isachne mauritiana";"https://inaturalist-open-data.s3.amazonaws.com/photos/151139823/large.jpeg?1629098756";;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/91379352";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"151139823";"91379352"
"Isachne mauritiana";"https://inaturalist-open-data.s3.amazonaws.com/photos/146772736/large.jpeg?1627460049";;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/88915624";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"146772736";"88915624"
"Isachne vaughanii";"http://mediaphoto.mnhn.fr/media/1441334709963wHtdZGutU6rhkw81";;;"Poaceae";1;"mnhn";"http://coldb.mnhn.fr/catalognumber/mnhn/p/p03628325";"Muséum national d’Histoire naturelle, Paris (France) CC BY";;;;;;
"Ischaemum ciliare";"https://inaturalist-open-data.s3.amazonaws.com/photos/161702401/large.jpeg?1633448253";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/97251613";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"161702401";"97251613"
"Ischaemum ciliare";"https://inaturalist-open-data.s3.amazonaws.com/photos/166139715/large.jpeg?1635439347";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/97251613";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"166139715";"97251613"
"Ischaemum ciliare";"https://inaturalist-open-data.s3.amazonaws.com/photos/161702704/large.jpeg?1633448335";;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/97251613";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"161702704";"97251613"
"Ischaemum ciliare";"https://inaturalist-open-data.s3.amazonaws.com/photos/161702609/large.jpeg?1633448305";;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/97251613";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"161702609";"97251613"
"Ischaemum ciliare";"https://inaturalist-open-data.s3.amazonaws.com/photos/161702301/large.jpeg?1633448222";;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/97251613";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"161702301";"97251613"
"Ischaemum ciliare";"https://inaturalist-open-data.s3.amazonaws.com/photos/161702335/large.jpeg?1633448231";;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/97251613";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"161702335";"97251613"
"Ischaemum ciliare";"https://inaturalist-open-data.s3.amazonaws.com/photos/161702446/large.jpeg?1633448264";;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/97251613";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"161702446";"97251613"
"Ischaemum koleostachys";"https://inaturalist-open-data.s3.amazonaws.com/photos/161703683/large.jpeg?1633448671";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/97252261";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"161703683";"97252261"
"Ischaemum koleostachys";"https://inaturalist-open-data.s3.amazonaws.com/photos/164053285/large.jpeg?1634497885";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/98524195";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"164053285";"98524195"
"Ischaemum koleostachys";"https://inaturalist-open-data.s3.amazonaws.com/photos/164053340/large.jpeg?1634497895";;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/98524195";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"164053340";"98524195"
"Ischaemum koleostachys";"https://inaturalist-open-data.s3.amazonaws.com/photos/161703719/large.jpeg?1633448682";;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/97252261";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"161703719";"97252261"
"Ischaemum koleostachys";"https://inaturalist-open-data.s3.amazonaws.com/photos/161704009/large.jpeg?1633448769";;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/97252261";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"161704009";"97252261"
"Ischaemum koleostachys";"https://inaturalist-open-data.s3.amazonaws.com/photos/161703587/large.jpeg?1633448641";;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/97252261";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"161703587";"97252261"
"Ischaemum koleostachys";"https://inaturalist-open-data.s3.amazonaws.com/photos/164053460/large.jpeg?1634497924";;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/98524195";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"164053460";"98524195"
"Ischaemum polystachyum";"https://inaturalist-open-data.s3.amazonaws.com/photos/107750450/large.jpg";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/66790112";;;;;"no rights reserved";"107750450";"66790112"
"Ischaemum polystachyum";"https://inaturalist-open-data.s3.amazonaws.com/photos/107750535/large.jpg";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/66790112";;;;;"no rights reserved";"107750535";"66790112"
"Ischaemum spathulatum";"https://inaturalist-open-data.s3.amazonaws.com/photos/61672604/large.jpeg";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/38770153";;;;;"(c) Aurélien Bour, some rights reserved (CC BY-NC)";"61672604";"38770153"
"Ischaemum spathulatum";"https://inaturalist-open-data.s3.amazonaws.com/photos/61670553/large.jpeg";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/38770153";;;;;"(c) Aurélien Bour, some rights reserved (CC BY-NC)";"61670553";"38770153"
"Ischaemum spathulatum";"https://inaturalist-open-data.s3.amazonaws.com/photos/48980804/large.jpg";;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/31303214";;;;;"(c) Jean-Philippe BASUYAUX, some rights reserved (CC BY-NC)";"48980804";"31303214"
"Isolepis fluitans";;;;"Cyperaceae";;;;;;;;;;
"Koordersiochloa longiarista";"http://mediaphoto.mnhn.fr/media/1442516218604YJe5OWEJOyBg2z1e";;"Streblochaete longiarista";"Poaceae";1;"mnhn";"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00541679";"Muséum national d’Histoire naturelle, Paris (France) CC BY";;;;;;
"Lachnagrostis filiformis";"https://inaturalist-open-data.s3.amazonaws.com/photos/159046614/large.jpeg?1632336308";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/95779556";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"159046614";"95779556"
"Lachnagrostis filiformis";"https://inaturalist-open-data.s3.amazonaws.com/photos/165290727/large.jpeg?1635058506";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/99184523";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165290727";"99184523"
"Lachnagrostis filiformis";"https://inaturalist-open-data.s3.amazonaws.com/photos/165924478/large.jpeg?1635316800";;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/99522756";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165924478";"99522756"
"Lachnagrostis filiformis";"https://inaturalist-open-data.s3.amazonaws.com/photos/165924494/large.jpeg?1635316809";;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/99522756";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165924494";"99522756"
"Lachnagrostis filiformis";"https://inaturalist-open-data.s3.amazonaws.com/photos/165290748/large.jpeg?1635058516";;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/99184523";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165290748";"99184523"
"Lachnagrostis filiformis";"https://inaturalist-open-data.s3.amazonaws.com/photos/159046889/large.jpeg?1632336434";;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/95779556";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"159046889";"95779556"
"Lachnagrostis filiformis";"https://inaturalist-open-data.s3.amazonaws.com/photos/159046951/large.jpeg?1632336465";;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/95779556";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"159046951";"95779556"
"Lepturus radicans";"https://inaturalist-open-data.s3.amazonaws.com/photos/139550717/large.jpeg?1624902017";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/84873071";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"139550717";"84873071"
"Lepturus radicans";"https://inaturalist-open-data.s3.amazonaws.com/photos/159671616/large.jpeg?1632601682";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/96134958";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"159671616";"96134958"
"Lepturus radicans";"https://inaturalist-open-data.s3.amazonaws.com/photos/139550760/large.jpeg?1624902026";;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/84873071";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"139550760";"84873071"
"Lepturus radicans";"https://inaturalist-open-data.s3.amazonaws.com/photos/159671738/large.jpeg?1632601714";;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/96134958";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"159671738";"96134958"
"Lepturus radicans";"https://inaturalist-open-data.s3.amazonaws.com/photos/139550989/large.jpeg?1624902081";;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/84873071";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"139550989";"84873071"
"Lepturus radicans";"https://inaturalist-open-data.s3.amazonaws.com/photos/139550952/large.jpeg?1624902072";;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/84873071";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"139550952";"84873071"
"Lepturus radicans";"https://inaturalist-open-data.s3.amazonaws.com/photos/159671690/large.jpeg?1632601699";;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/96134958";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"159671690";"96134958"
"Lepturus repens";"https://inaturalist-open-data.s3.amazonaws.com/photos/39912983/large.jpg";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/25747359";;;;;"(c) Cheng-Tao Lin, some rights reserved (CC BY)";"39912983";"25747359"
"Lepturus repens";"https://inaturalist-open-data.s3.amazonaws.com/photos/21748234/large.jpg";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/14593001";;;;;"(c) Cheng-Tao Lin, some rights reserved (CC BY)";"21748234";"14593001"
"Lepturus repens";"https://inaturalist-open-data.s3.amazonaws.com/photos/21501439/large.jpg";;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/14447057";;;;;"(c) Cheng-Tao Lin, some rights reserved (CC BY)";"21501439";"14447057"
"Lepturus repens";"https://inaturalist-open-data.s3.amazonaws.com/photos/39912725/large.jpg";;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/25747359";;;;;"(c) Cheng-Tao Lin, some rights reserved (CC BY)";"39912725";"25747359"
"Lepturus repens";"https://inaturalist-open-data.s3.amazonaws.com/photos/21748227/large.jpg";;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/14593001";;;;;"(c) Cheng-Tao Lin, some rights reserved (CC BY)";"21748227";"14593001"
"Lepturus repens";"https://inaturalist-open-data.s3.amazonaws.com/photos/21748214/large.jpg";;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/14593001";;;;;"(c) Cheng-Tao Lin, some rights reserved (CC BY)";"21748214";"14593001"
"Lepturus repens";"https://inaturalist-open-data.s3.amazonaws.com/photos/21501432/large.jpg";;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/14447057";;;;;"(c) Cheng-Tao Lin, some rights reserved (CC BY)";"21501432";"14447057"
"Lolium perenne";"https://inaturalist-open-data.s3.amazonaws.com/photos/152467163/large.jpeg";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/92146441";;;;;"no rights reserved";"152467163";"92146441"
"Lolium perenne";"https://inaturalist-open-data.s3.amazonaws.com/photos/150889436/large.jpeg";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/91241560";;;;;"no rights reserved";"150889436";"91241560"
"Lolium perenne";"https://inaturalist-open-data.s3.amazonaws.com/photos/137260132/large.jpg";;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/83567221";;;;;"no rights reserved";"137260132";"83567221"
"Lolium perenne";"https://inaturalist-open-data.s3.amazonaws.com/photos/133011754/large.jpeg";;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/81119294";;;;;"no rights reserved";"133011754";"81119294"
"Lolium perenne";"https://inaturalist-open-data.s3.amazonaws.com/photos/137260161/large.jpg";;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/83567221";;;;;"no rights reserved";"137260161";"83567221"
"Lolium perenne";"https://inaturalist-open-data.s3.amazonaws.com/photos/73707214/large.jpg";;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/46470932";;;;;"no rights reserved";"73707214";"46470932"
"Lolium perenne";"https://inaturalist-open-data.s3.amazonaws.com/photos/124658567/large.jpg";;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/76201668";;;;;"no rights reserved";"124658567";"76201668"
"Lolium temulentum";"https://inaturalist-open-data.s3.amazonaws.com/photos/112923537/large.jpeg";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/69576869";;;;;"(c) sami-youssef, some rights reserved (CC BY-NC)";"112923537";"69576869"
"Lolium temulentum";"https://inaturalist-open-data.s3.amazonaws.com/photos/39124269/large.jpeg";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/25271567";;;;;"(c) J. Bailey, some rights reserved (CC BY-NC)";"39124269";"25271567"
"Machaerina anceps";;;;"Cyperaceae";;;;;;;;;;
"Machaerina iridifolia";;;;"Cyperaceae";;;;;;;;;;
"Megathyrsus maximus";"https://inaturalist-open-data.s3.amazonaws.com/photos/139994241/large.jpeg?1625078019";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/85118134";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"139994241";"85118134"
"Megathyrsus maximus";"https://inaturalist-open-data.s3.amazonaws.com/photos/135506075/large.jpeg?1623425477";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/82555533";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"135506075";"82555533"
"Megathyrsus maximus";"https://inaturalist-open-data.s3.amazonaws.com/photos/136680759/large.jpeg?1623825997";;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/83231754";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"136680759";"83231754"
"Megathyrsus maximus";"https://inaturalist-open-data.s3.amazonaws.com/photos/166381609/large.jpeg?1635571708";;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/99764596";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"166381609";"99764596"
"Megathyrsus maximus";"https://inaturalist-open-data.s3.amazonaws.com/photos/135506415/large.jpeg?1623425567";;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/82555533";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"135506415";"82555533"
"Megathyrsus maximus";"https://inaturalist-open-data.s3.amazonaws.com/photos/139994317/large.jpeg?1625078041";;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/85118134";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"139994317";"85118134"
"Megathyrsus maximus";"https://inaturalist-open-data.s3.amazonaws.com/photos/166381625/large.jpeg?1635571724";;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/99764596";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"166381625";"99764596"
"Melinis minutiflora";"https://inaturalist-open-data.s3.amazonaws.com/photos/164056693/large.jpeg?1634498663";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/98525975";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"164056693";"98525975"
"Melinis minutiflora";"https://inaturalist-open-data.s3.amazonaws.com/photos/163495993/large.jpeg?1634241662";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/98224405";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"163495993";"98224405"
"Melinis minutiflora";"https://inaturalist-open-data.s3.amazonaws.com/photos/164056723/large.jpeg?1634498672";;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/98525975";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"164056723";"98525975"
"Melinis minutiflora";"https://inaturalist-open-data.s3.amazonaws.com/photos/163496076/large.jpeg?1634241689";;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/98224405";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"163496076";"98224405"
"Melinis minutiflora";"https://inaturalist-open-data.s3.amazonaws.com/photos/164056775/large.jpeg?1634498682";;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/98525975";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"164056775";"98525975"
"Melinis minutiflora";"https://inaturalist-open-data.s3.amazonaws.com/photos/163496151/large.jpeg?1634241711";;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/98224405";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"163496151";"98224405"
"Melinis minutiflora";"https://inaturalist-open-data.s3.amazonaws.com/photos/164056907/large.jpeg?1634498713";;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/98525975";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"164056907";"98525975"
"Melinis repens";"https://inaturalist-open-data.s3.amazonaws.com/photos/149606362/large.jpeg?1628501319";;"Melinis repens";"Poaceae";1;"inat";"https://www.inaturalist.org/observations/90512661";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"149606362";"90512661"
"Melinis repens";"https://inaturalist-open-data.s3.amazonaws.com/photos/136236478/large.jpeg?1623663690";;"Melinis repens";"Poaceae";2;"inat";"https://www.inaturalist.org/observations/82976299";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"136236478";"82976299"
"Melinis repens";"https://inaturalist-open-data.s3.amazonaws.com/photos/137106689/large.jpeg?1623996128";;"Melinis repens";"Poaceae";3;"inat";"https://www.inaturalist.org/observations/83476913";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"137106689";"83476913"
