"sp";"photo";"taxref";"flore";"family";"rank";"source";"obs";"credit";"...10";"...11";"...12";"attribution";"idphoto";"idobs"
"Cyperus articulatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/135078456/large.jpeg";;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/82309282";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"135078456";"82309282"
"Cyperus articulatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/135078271/large.jpeg";;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/82309282";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"135078271";"82309282"
"Cyperus brevifolius";;;;"Cyperaceae";;;;;;;;;;
"Cyperus compressus";"https://inaturalist-open-data.s3.amazonaws.com/photos/146995815/large.jpeg";;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/89041697";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"146995815";"89041697"
"Cyperus compressus";"https://inaturalist-open-data.s3.amazonaws.com/photos/146995833/large.jpeg";;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/89041697";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"146995833";"89041697"
"Cyperus compressus";"https://inaturalist-open-data.s3.amazonaws.com/photos/146995847/large.jpeg";;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/89041697";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"146995847";"89041697"
"Cyperus compressus";"https://inaturalist-open-data.s3.amazonaws.com/photos/146995860/large.jpeg";;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/89041697";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"146995860";"89041697"
"Cyperus compressus";"https://inaturalist-open-data.s3.amazonaws.com/photos/146995883/large.jpeg";;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/89041697";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"146995883";"89041697"
"Cyperus compressus";"https://inaturalist-open-data.s3.amazonaws.com/photos/146995920/large.jpeg";;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/89041697";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"146995920";"89041697"
"Cyperus compressus";"https://inaturalist-open-data.s3.amazonaws.com/photos/146995959/large.jpeg";;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/89041697";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"146995959";"89041697"
"Cyperus congestus";;;;"Cyperaceae";;;;;;;;;;
"Cyperus corymbosus";;;;"Cyperaceae";;;;;;;;;;
"Cyperus cyperoides";"https://inaturalist-open-data.s3.amazonaws.com/photos/143588504/large.jpeg";;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/87114345";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"143588504";"87114345"
"Cyperus cyperoides";"https://inaturalist-open-data.s3.amazonaws.com/photos/143588526/large.jpeg";;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/87114345";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"143588526";"87114345"
"Cyperus cyperoides";"https://inaturalist-open-data.s3.amazonaws.com/photos/170845237/large.jpeg";;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/102230175";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"170845237";"102230175"
"Cyperus cyperoides";"https://inaturalist-open-data.s3.amazonaws.com/photos/170845258/large.jpeg";;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/102230175";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"170845258";"102230175"
"Cyperus cyperoides";"https://inaturalist-open-data.s3.amazonaws.com/photos/143588544/large.jpeg";;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/87114345";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"143588544";"87114345"
"Cyperus cyperoides";"https://inaturalist-open-data.s3.amazonaws.com/photos/170845289/large.jpeg";;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/102230175";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"170845289";"102230175"
"Cyperus cyperoides";"https://inaturalist-open-data.s3.amazonaws.com/photos/143588604/large.jpeg";;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/87114345";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"143588604";"87114345"
"Cyperus difformis";"https://inaturalist-open-data.s3.amazonaws.com/photos/159586503/large.jpeg";;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/96085793";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"159586503";"96085793"
"Cyperus difformis";"https://inaturalist-open-data.s3.amazonaws.com/photos/159586450/large.jpeg";;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/96085793";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"159586450";"96085793"
"Cyperus difformis";"https://inaturalist-open-data.s3.amazonaws.com/photos/157387988/large.jpeg";;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/94850582";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"157387988";"94850582"
"Cyperus difformis";"https://inaturalist-open-data.s3.amazonaws.com/photos/149606094/large.jpeg";;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/90512519";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"149606094";"90512519"
"Cyperus difformis";"https://inaturalist-open-data.s3.amazonaws.com/photos/157388109/large.jpeg";;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/94850582";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"157388109";"94850582"
"Cyperus difformis";"https://inaturalist-open-data.s3.amazonaws.com/photos/159586545/large.jpeg";;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/96085793";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"159586545";"96085793"
"Cyperus difformis";"https://inaturalist-open-data.s3.amazonaws.com/photos/159586590/large.jpeg";;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/96085793";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"159586590";"96085793"
"Cyperus diffusus";;;;"Cyperaceae";;;;;;;;;;
"Cyperus distans";"https://inaturalist-open-data.s3.amazonaws.com/photos/161642411/large.jpeg";;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/97218819";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"161642411";"97218819"
"Cyperus distans";"https://inaturalist-open-data.s3.amazonaws.com/photos/161642430/large.jpeg";;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/97218819";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"161642430";"97218819"
"Cyperus distans";"https://inaturalist-open-data.s3.amazonaws.com/photos/144600555/large.jpeg";;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/87687944";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"144600555";"87687944"
"Cyperus distans";"https://inaturalist-open-data.s3.amazonaws.com/photos/149605955/large.jpeg";;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/90512478";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"149605955";"90512478"
"Cyperus distans";"https://inaturalist-open-data.s3.amazonaws.com/photos/157387517/large.jpeg";;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/94850232";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"157387517";"94850232"
"Cyperus distans";"https://inaturalist-open-data.s3.amazonaws.com/photos/161642365/large.jpeg";;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/97218819";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"161642365";"97218819"
"Cyperus distans";"https://inaturalist-open-data.s3.amazonaws.com/photos/157387404/large.jpeg";;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/94850232";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"157387404";"94850232"
"Cyperus dives";;;;"Cyperaceae";;;;;;;;;;
"Cyperus dubius";"https://inaturalist-open-data.s3.amazonaws.com/photos/167294660/large.jpeg";;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/100250850";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"167294660";"100250850"
"Cyperus dubius";"https://inaturalist-open-data.s3.amazonaws.com/photos/152144062/large.jpeg";;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/91933029";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"152144062";"91933029"
"Cyperus dubius";"https://inaturalist-open-data.s3.amazonaws.com/photos/149607342/large.jpeg";;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/90513306";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"149607342";"90513306"
"Cyperus dubius";"https://inaturalist-open-data.s3.amazonaws.com/photos/149607399/large.jpeg";;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/90513306";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"149607399";"90513306"
"Cyperus dubius";"https://inaturalist-open-data.s3.amazonaws.com/photos/149607438/large.jpeg";;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/90513306";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"149607438";"90513306"
"Cyperus dubius";"https://inaturalist-open-data.s3.amazonaws.com/photos/167294704/large.jpeg";;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/100250850";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"167294704";"100250850"
"Cyperus dubius";"https://inaturalist-open-data.s3.amazonaws.com/photos/152144099/large.jpeg";;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/91933029";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"152144099";"91933029"
"Cyperus erectus";;;;"Cyperaceae";;;;;;;;;;
"Cyperus esculentus";"https://inaturalist-open-data.s3.amazonaws.com/photos/95141423/large.jpeg";;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/59540024";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"95141423";"59540024"
"Cyperus esculentus";"https://inaturalist-open-data.s3.amazonaws.com/photos/97675525/large.jpeg";;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/61061495";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"97675525";"61061495"
"Cyperus esculentus";"https://inaturalist-open-data.s3.amazonaws.com/photos/100206313/large.jpeg";;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/62532444";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"100206313";"62532444"
"Cyperus esculentus";"https://inaturalist-open-data.s3.amazonaws.com/photos/97675569/large.jpeg";;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/61061495";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"97675569";"61061495"
"Cyperus esculentus";"https://inaturalist-open-data.s3.amazonaws.com/photos/98738665/large.jpeg";;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/61688518";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"98738665";"61688518"
"Cyperus esculentus";"https://inaturalist-open-data.s3.amazonaws.com/photos/95141434/large.jpeg";;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/59540024";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"95141434";"59540024"
"Cyperus esculentus";"https://inaturalist-open-data.s3.amazonaws.com/photos/97675590/large.jpeg";;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/61061495";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"97675590";"61061495"
"Cyperus expansus";"https://inaturalist-open-data.s3.amazonaws.com/photos/159585007/large.jpeg";;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/96084909";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"159585007";"96084909"
"Cyperus expansus";"https://inaturalist-open-data.s3.amazonaws.com/photos/159585059/large.jpeg";;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/96084909";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"159585059";"96084909"
"Cyperus expansus";"https://inaturalist-open-data.s3.amazonaws.com/photos/159585059/large.jpeg";;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/96084909";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"159585059";"96084909"
"Cyperus expansus";"https://inaturalist-open-data.s3.amazonaws.com/photos/144600826/large.jpeg";;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/87688078";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"144600826";"87688078"
"Cyperus expansus";"https://inaturalist-open-data.s3.amazonaws.com/photos/159585213/large.jpeg";;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/96084909";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"159585213";"96084909"
"Cyperus expansus";"https://inaturalist-open-data.s3.amazonaws.com/photos/144601005/large.jpeg";;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/87688078";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"144601005";"87688078"
"Cyperus expansus";"https://inaturalist-open-data.s3.amazonaws.com/photos/159585575/large.jpeg";;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/96084909";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"159585575";"96084909"
"Cyperus flavidus";"https://inaturalist-open-data.s3.amazonaws.com/photos/137106805/large.jpeg";;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/83476951";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"137106805";"83476951"
"Cyperus flavidus";"https://inaturalist-open-data.s3.amazonaws.com/photos/167787163/large.jpeg";;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/100523149";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"167787163";"100523149"
"Cyperus flavidus";"https://inaturalist-open-data.s3.amazonaws.com/photos/167295336/large.jpeg";;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/100251187";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"167295336";"100251187"
"Cyperus flavidus";"https://inaturalist-open-data.s3.amazonaws.com/photos/149607033/large.jpeg";;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/90513081";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"149607033";"90513081"
"Cyperus flavidus";"https://inaturalist-open-data.s3.amazonaws.com/photos/137106824/large.jpeg";;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/83476951";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"137106824";"83476951"
"Cyperus flavidus";"https://inaturalist-open-data.s3.amazonaws.com/photos/164054430/large.jpeg";;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/98524749";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"164054430";"98524749"
"Cyperus flavidus";"https://inaturalist-open-data.s3.amazonaws.com/photos/137106844/large.jpeg";;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/83476951";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"137106844";"83476951"
"Cyperus haspan";"https://inaturalist-open-data.s3.amazonaws.com/photos/168262400/large.jpeg";;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/100794165";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"168262400";"100794165"
"Cyperus haspan";"https://inaturalist-open-data.s3.amazonaws.com/photos/168262449/large.jpeg";;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/100794165";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"168262449";"100794165"
"Cyperus haspan";"https://inaturalist-open-data.s3.amazonaws.com/photos/161702108/large.jpeg";;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/97251496";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"161702108";"97251496"
"Cyperus haspan";"https://inaturalist-open-data.s3.amazonaws.com/photos/159432872/large.jpeg";;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/95998722";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"159432872";"95998722"
"Cyperus haspan";"https://inaturalist-open-data.s3.amazonaws.com/photos/159432445/large.jpeg";;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/95998564";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"159432445";"95998564"
"Cyperus haspan";"https://inaturalist-open-data.s3.amazonaws.com/photos/165922549/large.jpeg";;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/99521614";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165922549";"99521614"
"Cyperus haspan";"https://inaturalist-open-data.s3.amazonaws.com/photos/159432841/large.jpeg";;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/95998722";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"159432841";"95998722"
"Cyperus hortensis";;;;"Cyperaceae";;;;;;;;;;
"Cyperus intactus";;;;"Cyperaceae";;;;;;;;;;
"Cyperus involucratus";"https://inaturalist-open-data.s3.amazonaws.com/photos/167784930/large.jpeg";;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/100521986";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"167784930";"100521986"
"Cyperus involucratus";"https://inaturalist-open-data.s3.amazonaws.com/photos/149605682/large.jpeg";;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/90512340";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"149605682";"90512340"
"Cyperus involucratus";"https://inaturalist-open-data.s3.amazonaws.com/photos/159672309/large.jpeg";;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/96135403";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"159672309";"96135403"
"Cyperus involucratus";"https://inaturalist-open-data.s3.amazonaws.com/photos/167785037/large.jpeg";;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/100521986";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"167785037";"100521986"
"Cyperus involucratus";"https://inaturalist-open-data.s3.amazonaws.com/photos/149605708/large.jpeg";;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/90512340";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"149605708";"90512340"
"Cyperus involucratus";"https://inaturalist-open-data.s3.amazonaws.com/photos/149605776/large.jpeg";;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/90512340";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"149605776";"90512340"
"Cyperus involucratus";"https://inaturalist-open-data.s3.amazonaws.com/photos/157389965/large.jpeg";;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/94851745";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"157389965";"94851745"
"Cyperus iria";"https://inaturalist-open-data.s3.amazonaws.com/photos/159587178/large.jpeg";;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/96086270";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"159587178";"96086270"
"Cyperus iria";"https://inaturalist-open-data.s3.amazonaws.com/photos/161642313/large.jpeg";;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/97218795";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"161642313";"97218795"
"Cyperus iria";"https://inaturalist-open-data.s3.amazonaws.com/photos/157387727/large.jpeg";;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/94850428";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"157387727";"94850428"
"Cyperus iria";"https://inaturalist-open-data.s3.amazonaws.com/photos/146995985/large.jpeg";;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/89041792";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"146995985";"89041792"
"Cyperus iria";"https://inaturalist-open-data.s3.amazonaws.com/photos/157387775/large.jpeg";;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/94850428";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"157387775";"94850428"
"Cyperus iria";"https://inaturalist-open-data.s3.amazonaws.com/photos/159587231/large.jpeg";;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/96086270";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"159587231";"96086270"
"Cyperus iria";"https://inaturalist-open-data.s3.amazonaws.com/photos/161642293/large.jpeg";;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/97218795";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"161642293";"97218795"
"Cyperus javanicus";;;;"Cyperaceae";;;;;;;;;;
"Cyperus laevigatus";;;;"Cyperaceae";;;;;;;;;;
"Cyperus longifolius";"https://inaturalist-open-data.s3.amazonaws.com/photos/170079296/large.jpeg";;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/101817291";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"170079296";"101817291"
"Cyperus longifolius";"https://inaturalist-open-data.s3.amazonaws.com/photos/165924955/large.jpeg";;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/99523028";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165924955";"99523028"
"Cyperus longifolius";"https://inaturalist-open-data.s3.amazonaws.com/photos/141385241/large.jpeg";;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/85882368";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"141385241";"85882368"
"Cyperus longifolius";"https://inaturalist-open-data.s3.amazonaws.com/photos/170079452/large.jpeg";;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/101817367";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"170079452";"101817367"
"Cyperus longifolius";"https://inaturalist-open-data.s3.amazonaws.com/photos/170079460/large.jpeg";;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/101817367";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"170079460";"101817367"
"Cyperus longifolius";"https://inaturalist-open-data.s3.amazonaws.com/photos/141385258/large.jpeg";;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/85882368";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"141385258";"85882368"
"Cyperus longifolius";"https://inaturalist-open-data.s3.amazonaws.com/photos/170080926/large.jpeg";;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/101817367";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"170080926";"101817367"
"Cyperus luteostramineus";;;;"Cyperaceae";;;;;;;;;;
"Cyperus luteus";;;;"Cyperaceae";;;;;;;;;;
"Cyperus macrostachyos";;;;"Cyperaceae";;;;;;;;;;
"Cyperus metzii";;;;"Cyperaceae";;;;;;;;;;
"Cyperus mindorensis";;;;"Cyperaceae";;;;;;;;;;
"Cyperus papyrus";;;;"Cyperaceae";;;;;;;;;;
"Cyperus polystachyos";"https://inaturalist-open-data.s3.amazonaws.com/photos/143108116/large.jpeg";;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/86827475";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"143108116";"86827475"
"Cyperus polystachyos";"https://inaturalist-open-data.s3.amazonaws.com/photos/168264471/large.jpeg";;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/100795181";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"168264471";"100795181"
"Cyperus polystachyos";"https://inaturalist-open-data.s3.amazonaws.com/photos/167787294/large.jpeg";;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/100523215";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"167787294";"100523215"
"Cyperus polystachyos";"https://inaturalist-open-data.s3.amazonaws.com/photos/167295290/large.jpeg";;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/100251161";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"167295290";"100251161"
"Cyperus polystachyos";"https://inaturalist-open-data.s3.amazonaws.com/photos/167787372/large.jpeg";;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/100523215";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"167787372";"100523215"
"Cyperus polystachyos";"https://inaturalist-open-data.s3.amazonaws.com/photos/167295248/large.jpeg";;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/100251161";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"167295248";"100251161"
"Cyperus polystachyos";"https://inaturalist-open-data.s3.amazonaws.com/photos/143108142/large.jpeg";;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/86827475";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"143108142";"86827475"
"Cyperus richardii";;;;"Cyperaceae";;;;;;;;;;
"Cyperus rotundus";"https://inaturalist-open-data.s3.amazonaws.com/photos/168467038/large.jpeg";;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/100906585";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"168467038";"100906585"
"Cyperus rotundus";"https://inaturalist-open-data.s3.amazonaws.com/photos/168467071/large.jpeg";;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/100906585";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"168467071";"100906585"
"Cyperus rotundus";"https://inaturalist-open-data.s3.amazonaws.com/photos/143590037/large.jpeg";;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/87115168";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"143590037";"87115168"
"Cyperus rotundus";"https://inaturalist-open-data.s3.amazonaws.com/photos/151765767/large.jpeg";;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/91722027";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"151765767";"91722027"
"Cyperus rotundus";"https://inaturalist-open-data.s3.amazonaws.com/photos/168467133/large.jpeg";;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/100906585";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"168467133";"100906585"
"Cyperus rotundus";"https://inaturalist-open-data.s3.amazonaws.com/photos/143590051/large.jpeg";;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/87115168";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"143590051";"87115168"
"Cyperus rotundus";"https://inaturalist-open-data.s3.amazonaws.com/photos/151765785/large.jpeg";;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/91722027";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"151765785";"91722027"
"Cyperus rubicundus";;;;"Cyperaceae";;;;;;;;;;
"Cyperus sanguinolentus";;;;"Cyperaceae";;;;;;;;;;
"Cyperus sesquiflorus";;;;"Cyperaceae";;;;;;;;;;
"Cyperus sphacelatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/161564956/large.jpeg";;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/97179569";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"161564956";"97179569"
"Cyperus sphacelatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/161565011/large.jpeg";;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/97179569";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"161565011";"97179569"
"Cyperus sphacelatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/153300197/large.jpeg";;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/92573688";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"153300197";"92573688"
